N,button_coverage,dead_repeat_rate,family,file,game,length,level,longest_streak,mean_first_try,nochange_rate,novel_alt_frac,novel_frac,outcome,retry,run,solved,valid_coverage
10,0.8,0.3,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,71,1,3,4.2,0.1,0.4,0.4,solved,0,arc3-job1-control,True,0.8
20,0.8,0.15,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,71,1,5,6.2,0.05,0.2,0.2,solved,0,arc3-job1-control,True,0.8
40,1.0,0.275,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,71,1,5,7.2,0.075,0.15,0.125,solved,0,arc3-job1-control,True,1.0
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,71,1,,,,,,solved,,arc3-job1-control,True,
10,0.4,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,53,2,6,7.4,0.0,0.3,0.2,truncated,0,arc3-job1-control,False,0.4
20,0.4,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,53,2,10,13.4,0.0,0.2,0.1,truncated,0,arc3-job1-control,False,0.4
40,0.8,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,53,2,24,23.4,0.0,0.2,0.1,truncated,0,arc3-job1-control,False,0.8
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p0_events.jsonl,wa30,53,2,,,,,,truncated,,arc3-job1-control,False,
10,1.0,0.1,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,55,1,3,3.8,0.2,0.5,0.5,solved,0,arc3-job1-control,True,1.0
20,1.0,0.45,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,55,1,4,3.8,0.1,0.25,0.25,solved,0,arc3-job1-control,True,1.0
40,1.0,0.4,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,55,1,4,3.8,0.125,0.125,0.125,solved,0,arc3-job1-control,True,1.0
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,55,1,,,,,,solved,,arc3-job1-control,True,
10,0.6,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,70,2,4,6.0,0.0,0.4,0.3,died,0,arc3-job1-control,False,0.6
20,0.6,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,70,2,14,10.0,0.0,0.2,0.15,died,0,arc3-job1-control,False,0.6
40,0.6,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,70,2,34,18.0,0.0,0.125,0.075,died,0,arc3-job1-control,False,0.6
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,70,2,,,,,,died,,arc3-job1-control,False,
10,0.4,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,49,2,5,7.2,0.0,0.3,0.2,truncated,2,arc3-job1-control,False,0.4
20,0.6,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,49,2,10,11.2,0.0,0.25,0.15,truncated,2,arc3-job1-control,False,0.6
40,0.6,0.0,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,49,2,30,19.2,0.0,0.15,0.075,truncated,2,arc3-job1-control,False,0.6
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p1_events.jsonl,wa30,49,2,,,,,,truncated,,arc3-job1-control,False,
10,0.6,0.3,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,200,1,4,7.2,0.2,0.3,0.3,died,0,arc3-job1-control,False,0.6
20,0.8,0.25,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,200,1,5,10.0,0.15,0.25,0.2,died,0,arc3-job1-control,False,0.8
40,1.0,0.4,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,200,1,5,10.8,0.125,0.15,0.125,died,0,arc3-job1-control,False,1.0
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,200,1,,,,,,died,,arc3-job1-control,False,
10,0.6,0.5,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,108,1,5,6.4,0.4,0.3,0.3,truncated,2,arc3-job1-control,False,0.6
20,1.0,0.3,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,108,1,5,7.2,0.3,0.25,0.25,truncated,2,arc3-job1-control,False,1.0
40,1.0,0.425,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,108,1,5,7.2,0.225,0.125,0.125,truncated,2,arc3-job1-control,False,1.0
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p2_events.jsonl,wa30,108,1,,,,,,truncated,,arc3-job1-control,False,
10,0.8,0.4,Flash-Next (Kaggle),wa30-ee6fef47_p3_events.jsonl,wa30,43,1,4,7.0,0.2,0.4,0.4,solved,0,arc3-job1-control,True,0.8
20,1.0,0.25,Flash-Next (Kaggle),wa30-ee6fef47_p3_events.jsonl,wa30,43,1,5,7.8,0.15,0.3,0.25,solved,0,arc3-job1-control,True,1.0
40,1.0,0.375,Flash-Next (Kaggle),wa30-ee6fef47_p3_events.jsonl,wa30,43,1,6,7.8,0.075,0.15,0.125,solved,0,arc3-job1-control,True,1.0
0,,,Flash-Next (Kaggle),wa30-ee6fef47_p3_events.jsonl,wa30,43,1,,,,,,solved,,arc3-job1-control,True,
10,1.0,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,20,1,4,6.0,0.0,0.5,0.4,solved,0,arc3-job10-action7-roundtrip,True,1.0
20,1.0,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,20,1,4,6.0,0.0,0.55,0.35,solved,0,arc3-job10-action7-roundtrip,True,1.0
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,20,1,,,,,,solved,,arc3-job10-action7-roundtrip,True,
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,2,2,,,,,,died,,arc3-job10-action7-roundtrip,False,
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,2,2,,,,,,died,,arc3-job10-action7-roundtrip,False,
10,0.3333333333333333,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,10,2,10,8.5,0.0,0.4,0.1,truncated,4,arc3-job10-action7-roundtrip,False,0.25
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p0_events.jsonl,bp35,10,2,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,1.0,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p1_events.jsonl,bp35,54,1,3,4.0,0.0,0.8,0.8,truncated,0,arc3-job10-action7-roundtrip,False,1.0
20,1.0,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p1_events.jsonl,bp35,54,1,4,4.0,0.0,0.7,0.6,truncated,0,arc3-job10-action7-roundtrip,False,1.0
40,1.0,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p1_events.jsonl,bp35,54,1,4,4.0,0.0,0.6,0.575,truncated,0,arc3-job10-action7-roundtrip,False,1.0
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p1_events.jsonl,bp35,54,1,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,0.3333333333333333,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p2_events.jsonl,bp35,41,1,10,8.5,0.0,0.2,0.1,solved,0,arc3-job10-action7-roundtrip,True,0.25
20,1.0,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p2_events.jsonl,bp35,41,1,10,10.0,0.0,0.4,0.35,solved,0,arc3-job10-action7-roundtrip,True,1.0
40,1.0,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p2_events.jsonl,bp35,41,1,10,10.0,0.0,0.375,0.3,solved,0,arc3-job10-action7-roundtrip,True,1.0
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p2_events.jsonl,bp35,41,1,,,,,,solved,,arc3-job10-action7-roundtrip,True,
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p2_events.jsonl,bp35,3,2,,,,,,died,,arc3-job10-action7-roundtrip,False,
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p2_events.jsonl,bp35,2,2,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,1.0,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p3_events.jsonl,bp35,28,1,3,5.5,0.0,0.4,0.4,died,0,arc3-job10-action7-roundtrip,False,1.0
20,1.0,0.0,Flash-Next (Kaggle),bp35-0a0ad940_p3_events.jsonl,bp35,28,1,6,5.5,0.0,0.3,0.2,died,0,arc3-job10-action7-roundtrip,False,1.0
0,,,Flash-Next (Kaggle),bp35-0a0ad940_p3_events.jsonl,bp35,28,1,,,,,,died,,arc3-job10-action7-roundtrip,False,
10,0.6,0.1,Flash-Next (Kaggle),g50t-5849a774_p0_events.jsonl,g50t,64,1,6,5.8,0.1,0.5,0.3,truncated,0,arc3-job10-action7-roundtrip,False,0.6
20,1.0,0.25,Flash-Next (Kaggle),g50t-5849a774_p0_events.jsonl,g50t,64,1,7,7.2,0.2,0.45,0.25,truncated,0,arc3-job10-action7-roundtrip,False,1.0
40,1.0,0.575,Flash-Next (Kaggle),g50t-5849a774_p0_events.jsonl,g50t,64,1,7,7.2,0.2,0.3,0.125,truncated,0,arc3-job10-action7-roundtrip,False,1.0
0,,,Flash-Next (Kaggle),g50t-5849a774_p0_events.jsonl,g50t,64,1,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,0.6,0.0,Flash-Next (Kaggle),g50t-5849a774_p1_events.jsonl,g50t,30,1,4,7.4,0.0,0.5,0.3,died,0,arc3-job10-action7-roundtrip,False,0.6
20,0.6,0.25,Flash-Next (Kaggle),g50t-5849a774_p1_events.jsonl,g50t,30,1,7,11.4,0.2,0.35,0.15,died,0,arc3-job10-action7-roundtrip,False,0.6
0,,,Flash-Next (Kaggle),g50t-5849a774_p1_events.jsonl,g50t,30,1,,,,,,died,,arc3-job10-action7-roundtrip,False,
10,0.4,0.0,Flash-Next (Kaggle),g50t-5849a774_p1_events.jsonl,g50t,84,1,3,7.6,0.0,0.2,0.2,truncated,2,arc3-job10-action7-roundtrip,False,0.4
20,0.6,0.35,Flash-Next (Kaggle),g50t-5849a774_p1_events.jsonl,g50t,84,1,8,12.0,0.2,0.15,0.15,truncated,2,arc3-job10-action7-roundtrip,False,0.6
40,0.8,0.45,Flash-Next (Kaggle),g50t-5849a774_p1_events.jsonl,g50t,84,1,14,17.2,0.25,0.125,0.1,truncated,2,arc3-job10-action7-roundtrip,False,0.8
0,,,Flash-Next (Kaggle),g50t-5849a774_p1_events.jsonl,g50t,84,1,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,0.8,0.0,Flash-Next (Kaggle),g50t-5849a774_p2_events.jsonl,g50t,99,1,3,5.8,0.1,0.4,0.4,truncated,0,arc3-job10-action7-roundtrip,False,0.8
20,0.8,0.2,Flash-Next (Kaggle),g50t-5849a774_p2_events.jsonl,g50t,99,1,4,7.8,0.05,0.35,0.2,truncated,0,arc3-job10-action7-roundtrip,False,0.8
40,1.0,0.25,Flash-Next (Kaggle),g50t-5849a774_p2_events.jsonl,g50t,99,1,5,10.8,0.075,0.25,0.125,truncated,0,arc3-job10-action7-roundtrip,False,1.0
0,,,Flash-Next (Kaggle),g50t-5849a774_p2_events.jsonl,g50t,99,1,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,0.6,0.0,Flash-Next (Kaggle),g50t-5849a774_p3_events.jsonl,g50t,18,1,3,6.0,0.0,0.4,0.3,truncated,0,arc3-job10-action7-roundtrip,False,0.6
0,,,Flash-Next (Kaggle),g50t-5849a774_p3_events.jsonl,g50t,18,1,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,0.6,0.0,Flash-Next (Kaggle),lf52-271a04aa_p0_events.jsonl,lf52,22,1,1,5.833333333333333,0.0,0.8,0.8,solved,0,arc3-job10-action7-roundtrip,True,0.6666666666666666
20,0.6,0.0,Flash-Next (Kaggle),lf52-271a04aa_p0_events.jsonl,lf52,22,1,1,9.166666666666666,0.0,0.5,0.7,solved,0,arc3-job10-action7-roundtrip,True,0.6666666666666666
0,,,Flash-Next (Kaggle),lf52-271a04aa_p0_events.jsonl,lf52,22,1,,,,,,solved,,arc3-job10-action7-roundtrip,True,
10,0.6,0.0,Flash-Next (Kaggle),lf52-271a04aa_p0_events.jsonl,lf52,37,2,2,8.333333333333334,0.0,0.8,0.8,truncated,0,arc3-job10-action7-roundtrip,False,0.6666666666666666
20,1.0,0.0,Flash-Next (Kaggle),lf52-271a04aa_p0_events.jsonl,lf52,37,2,3,8.5,0.0,0.8,0.5,truncated,0,arc3-job10-action7-roundtrip,False,1.0
0,,,Flash-Next (Kaggle),lf52-271a04aa_p0_events.jsonl,lf52,37,2,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,0.4,0.0,Flash-Next (Kaggle),lf52-271a04aa_p1_events.jsonl,lf52,12,1,1,6.666666666666667,0.0,0.7,0.9,solved,0,arc3-job10-action7-roundtrip,True,0.5
0,,,Flash-Next (Kaggle),lf52-271a04aa_p1_events.jsonl,lf52,12,1,,,,,,solved,,arc3-job10-action7-roundtrip,True,
10,0.0,0.0,Flash-Next (Kaggle),lf52-271a04aa_p1_events.jsonl,lf52,144,2,2,9.333333333333334,0.0,0.6,0.8,truncated,0,arc3-job10-action7-roundtrip,False,0.16666666666666666
20,0.4,0.0,Flash-Next (Kaggle),lf52-271a04aa_p1_events.jsonl,lf52,144,2,2,17.166666666666668,0.0,0.45,0.6,truncated,0,arc3-job10-action7-roundtrip,False,0.5
40,0.8,0.0,Flash-Next (Kaggle),lf52-271a04aa_p1_events.jsonl,lf52,144,2,12,20.666666666666668,0.0,0.4,0.35,truncated,0,arc3-job10-action7-roundtrip,False,0.8333333333333334
0,,,Flash-Next (Kaggle),lf52-271a04aa_p1_events.jsonl,lf52,144,2,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,0.8,0.0,Flash-Next (Kaggle),lf52-271a04aa_p2_events.jsonl,lf52,14,1,1,4.333333333333333,0.0,0.9,1.0,solved,0,arc3-job10-action7-roundtrip,True,0.8333333333333334
0,,,Flash-Next (Kaggle),lf52-271a04aa_p2_events.jsonl,lf52,14,1,,,,,,solved,,arc3-job10-action7-roundtrip,True,
10,0.0,0.0,Flash-Next (Kaggle),lf52-271a04aa_p2_events.jsonl,lf52,64,2,1,9.333333333333334,0.0,0.6,0.6,solved,0,arc3-job10-action7-roundtrip,True,0.16666666666666666
20,0.2,0.0,Flash-Next (Kaggle),lf52-271a04aa_p2_events.jsonl,lf52,64,2,1,16.166666666666668,0.0,0.5,0.65,solved,0,arc3-job10-action7-roundtrip,True,0.3333333333333333
40,0.8,0.0,Flash-Next (Kaggle),lf52-271a04aa_p2_events.jsonl,lf52,64,2,3,26.0,0.0,0.475,0.45,solved,0,arc3-job10-action7-roundtrip,True,0.8333333333333334
0,,,Flash-Next (Kaggle),lf52-271a04aa_p2_events.jsonl,lf52,64,2,,,,,,solved,,arc3-job10-action7-roundtrip,True,
0,,,Flash-Next (Kaggle),lf52-271a04aa_p2_events.jsonl,lf52,2,3,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,0.8,0.0,Flash-Next (Kaggle),lf52-271a04aa_p3_events.jsonl,lf52,14,1,2,4.333333333333333,0.0,0.7,0.8,solved,0,arc3-job10-action7-roundtrip,True,0.8333333333333334
0,,,Flash-Next (Kaggle),lf52-271a04aa_p3_events.jsonl,lf52,14,1,,,,,,solved,,arc3-job10-action7-roundtrip,True,
0,,,Flash-Next (Kaggle),lf52-271a04aa_p3_events.jsonl,lf52,9,2,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,0.75,0.0,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,17,1,5,6.25,0.0,0.3,0.3,solved,0,arc3-job10-action7-roundtrip,True,0.75
0,,,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,17,1,,,,,,solved,,arc3-job10-action7-roundtrip,True,
10,0.75,0.0,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,111,2,5,5.5,0.0,0.4,0.3,truncated,0,arc3-job10-action7-roundtrip,False,0.75
20,1.0,0.05,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,111,2,5,5.5,0.1,0.25,0.2,truncated,0,arc3-job10-action7-roundtrip,False,1.0
40,1.0,0.175,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,111,2,6,5.5,0.075,0.125,0.1,truncated,0,arc3-job10-action7-roundtrip,False,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p0_events.jsonl,ls20,111,2,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,0.5,0.0,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,21,1,7,6.25,0.1,0.2,0.2,solved,0,arc3-job10-action7-roundtrip,True,0.5
20,1.0,0.15,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,21,1,7,7.5,0.05,0.25,0.2,solved,0,arc3-job10-action7-roundtrip,True,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,21,1,,,,,,solved,,arc3-job10-action7-roundtrip,True,
10,0.75,0.0,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,70,2,5,5.5,0.0,0.4,0.3,truncated,0,arc3-job10-action7-roundtrip,False,0.75
20,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,70,2,5,5.5,0.05,0.25,0.2,truncated,0,arc3-job10-action7-roundtrip,False,1.0
40,1.0,0.15,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,70,2,6,5.5,0.025,0.15,0.1,truncated,0,arc3-job10-action7-roundtrip,False,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p1_events.jsonl,ls20,70,2,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p2_events.jsonl,ls20,128,1,3,2.5,0.0,0.5,0.4,truncated,0,arc3-job10-action7-roundtrip,False,1.0
20,1.0,0.05,Flash-Next (Kaggle),ls20-9607627b_p2_events.jsonl,ls20,128,1,4,2.5,0.1,0.4,0.2,truncated,0,arc3-job10-action7-roundtrip,False,1.0
40,1.0,0.375,Flash-Next (Kaggle),ls20-9607627b_p2_events.jsonl,ls20,128,1,17,2.5,0.375,0.225,0.1,truncated,0,arc3-job10-action7-roundtrip,False,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p2_events.jsonl,ls20,128,1,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,1.0,0.0,Flash-Next (Kaggle),ls20-9607627b_p3_events.jsonl,ls20,23,1,7,2.5,0.1,0.4,0.4,solved,0,arc3-job10-action7-roundtrip,True,1.0
20,1.0,0.05,Flash-Next (Kaggle),ls20-9607627b_p3_events.jsonl,ls20,23,1,7,2.5,0.05,0.3,0.2,solved,0,arc3-job10-action7-roundtrip,True,1.0
0,,,Flash-Next (Kaggle),ls20-9607627b_p3_events.jsonl,ls20,23,1,,,,,,solved,,arc3-job10-action7-roundtrip,True,
10,0.75,0.0,Flash-Next (Kaggle),ls20-9607627b_p3_events.jsonl,ls20,17,2,5,6.0,0.0,0.4,0.3,truncated,0,arc3-job10-action7-roundtrip,False,0.75
0,,,Flash-Next (Kaggle),ls20-9607627b_p3_events.jsonl,ls20,17,2,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,0.8,0.0,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,127,1,2,7.166666666666667,0.1,0.4,0.4,solved,0,arc3-job10-action7-roundtrip,True,0.6666666666666666
20,1.0,0.05,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,127,1,4,10.0,0.1,0.3,0.3,solved,0,arc3-job10-action7-roundtrip,True,1.0
40,1.0,0.05,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,127,1,6,10.0,0.075,0.15,0.15,solved,0,arc3-job10-action7-roundtrip,True,1.0
0,,,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,127,1,,,,,,solved,,arc3-job10-action7-roundtrip,True,
10,0.6,0.0,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,53,2,6,8.5,0.0,0.3,0.3,truncated,0,arc3-job10-action7-roundtrip,False,0.5
20,0.8,0.0,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,53,2,6,12.166666666666666,0.0,0.2,0.2,truncated,0,arc3-job10-action7-roundtrip,False,0.6666666666666666
40,0.8,0.05,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,53,2,6,18.833333333333332,0.05,0.1,0.1,truncated,0,arc3-job10-action7-roundtrip,False,0.6666666666666666
0,,,Flash-Next (Kaggle),sk48-d8078629_p0_events.jsonl,sk48,53,2,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,0.6,0.0,Flash-Next (Kaggle),sk48-d8078629_p1_events.jsonl,sk48,100,1,3,7.333333333333333,0.0,0.3,0.3,truncated,0,arc3-job10-action7-roundtrip,False,0.5
20,0.8,0.0,Flash-Next (Kaggle),sk48-d8078629_p1_events.jsonl,sk48,100,1,5,11.0,0.0,0.2,0.2,truncated,0,arc3-job10-action7-roundtrip,False,0.6666666666666666
40,1.0,0.025,Flash-Next (Kaggle),sk48-d8078629_p1_events.jsonl,sk48,100,1,6,16.5,0.05,0.15,0.15,truncated,0,arc3-job10-action7-roundtrip,False,1.0
0,,,Flash-Next (Kaggle),sk48-d8078629_p1_events.jsonl,sk48,100,1,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,0.6,0.0,Flash-Next (Kaggle),sk48-d8078629_p2_events.jsonl,sk48,112,1,4,6.5,0.0,0.3,0.3,truncated,0,arc3-job10-action7-roundtrip,False,0.5
20,0.8,0.05,Flash-Next (Kaggle),sk48-d8078629_p2_events.jsonl,sk48,112,1,5,10.166666666666666,0.05,0.2,0.2,truncated,0,arc3-job10-action7-roundtrip,False,0.6666666666666666
40,1.0,0.275,Flash-Next (Kaggle),sk48-d8078629_p2_events.jsonl,sk48,112,1,6,15.666666666666666,0.075,0.125,0.125,truncated,0,arc3-job10-action7-roundtrip,False,0.8333333333333334
0,,,Flash-Next (Kaggle),sk48-d8078629_p2_events.jsonl,sk48,112,1,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,0.6,0.1,Flash-Next (Kaggle),sk48-d8078629_p3_events.jsonl,sk48,48,1,4,6.833333333333333,0.1,0.3,0.3,truncated,0,arc3-job10-action7-roundtrip,False,0.5
20,0.8,0.25,Flash-Next (Kaggle),sk48-d8078629_p3_events.jsonl,sk48,48,1,5,10.333333333333334,0.1,0.2,0.2,truncated,0,arc3-job10-action7-roundtrip,False,0.6666666666666666
40,0.8,0.45,Flash-Next (Kaggle),sk48-d8078629_p3_events.jsonl,sk48,48,1,6,17.0,0.075,0.1,0.1,truncated,0,arc3-job10-action7-roundtrip,False,0.6666666666666666
0,,,Flash-Next (Kaggle),sk48-d8078629_p3_events.jsonl,sk48,48,1,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.8,0.9,died,0,arc3-job10-action7-roundtrip,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,2,,0.0,0.6,0.7,died,0,arc3-job10-action7-roundtrip,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,4,,0.0,0.35,0.525,died,0,arc3-job10-action7-roundtrip,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,,,,,,died,,arc3-job10-action7-roundtrip,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.3,0.4,died,2,arc3-job10-action7-roundtrip,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.2,0.25,died,2,arc3-job10-action7-roundtrip,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.1,0.25,died,2,arc3-job10-action7-roundtrip,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,,,,,,died,,arc3-job10-action7-roundtrip,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.5,1.0,died,4,arc3-job10-action7-roundtrip,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.3,0.6,died,4,arc3-job10-action7-roundtrip,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.15,0.3,died,4,arc3-job10-action7-roundtrip,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,,,,,,died,,arc3-job10-action7-roundtrip,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,59,1,1,,0.0,0.4,0.8,truncated,6,arc3-job10-action7-roundtrip,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,59,1,1,,0.0,0.2,0.5,truncated,6,arc3-job10-action7-roundtrip,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,59,1,1,,0.0,0.2,0.375,truncated,6,arc3-job10-action7-roundtrip,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p0_events.jsonl,tn36,59,1,,,,,,truncated,,arc3-job10-action7-roundtrip,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,61,1,2,,0.0,0.6,0.7,died,0,arc3-job10-action7-roundtrip,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,61,1,2,,0.0,0.45,0.75,died,0,arc3-job10-action7-roundtrip,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,61,1,2,,0.0,0.325,0.625,died,0,arc3-job10-action7-roundtrip,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,61,1,,,,,,died,,arc3-job10-action7-roundtrip,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,61,1,2,,0.0,0.7,0.6,died,2,arc3-job10-action7-roundtrip,False,
20,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,61,1,2,,0.0,0.4,0.5,died,2,arc3-job10-action7-roundtrip,False,
40,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,61,1,2,,0.0,0.225,0.35,died,2,arc3-job10-action7-roundtrip,False,
0,,,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,61,1,,,,,,died,,arc3-job10-action7-roundtrip,False,
10,,0.0,Flash-Next (Kaggle),tn36-ef4dde99_p1_events.jsonl,tn36,61,1,1,,0.0,0.3,0.8,died,4,arc3-job10-action7-roundtrip,False,
